Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,
Mohamed Bendeddouche,@JohnDugano,2024-05-12T14:37:29.000Z,False,Le monde occidental est en faillite,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1781987606391050240/h6Go8ppi_normal.jpg,https://x.com/JohnDugano/status/1789666211699040539,tweet_id:1789666211699040539,
𝕯,@d1lvrv,2024-05-11T18:39:49.000Z,False,C’est marrant pcq c’est exactement ce que subissent les palestiniennes en ce moment même ,0,0,0,2.1K,[],[],['\\U0001f643'],https://pbs.twimg.com/profile_images/1692461765164969984/TuDQV8C8_normal.jpg,https://x.com/d1lvrv/status/1789364807918895130,tweet_id:1789364807918895130,
Jajanour,@jajanour93,2024-05-11T21:40:44.000Z,False,https://x.com/jajanour93/sta/jajanour93/status/1789363131153621354?t=aa5120bupWvTqsT9YliCHA&s=19…,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1761515631738781696/eMV89u3s_normal.jpg,https://x.com/jajanour93/status/1789410337956954614,tweet_id:1789410337956954614,
Kamel,@vanessakamel,2024-05-12T04:54:18.000Z,False,https://x.com/drloupis/statu/DrLoupis/status/1788562818024853561?t=OZz5SnQfxsdwcwc7Qn1MQA&s=19…,0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1764379211039485952/RhZMrP99_normal.jpg,https://x.com/vanessakamel/status/1789519447595634776,tweet_id:1789519447595634776,
Maitena,@maitena_akina,2024-05-11T19:34:21.000Z,False,,0,0,0,200,[],[],[],https://pbs.twimg.com/profile_images/1645893223213146116/-i2KeGxA_normal.jpg,https://x.com/maitena_akina/status/1789378531681575060,tweet_id:1789378531681575060,
Yasujiro Oficial,@YasujiroOficial,2024-05-11T18:29:25.000Z,False,Y pensar que esta desequilibrada pasó de cajera de supermercado a Ministra del Reino de España por haber sido la concubina del líder comunista. #Eurovision#Eurovision2024 #Israel12Points,0,0,0,0,"['#Eurovision', '#Eurovision2024', '#Israel12Points']",[],[],https://pbs.twimg.com/profile_images/1544657625631055877/YFWXVgRB_normal.jpg,https://x.com/YasujiroOficial/status/1789362190027280721/photo/1,tweet_id:1,
Álvaro,@itod3r,2024-05-11T20:22:53.000Z,False,Lo de leer no va con este ,0,0,0,33,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/673967436337709058/q0oYUZY2_normal.jpg,https://x.com/itod3r/status/1789390744681132482,tweet_id:1789390744681132482,
Sindicato del Crimen,@PrensaDelCrimen,2024-05-11T21:34:16.000Z,False,"Joder , que tu madre se deficaba a hacer colonoscopias con la lengua en el poligono.

Respeta una mihita",0,0,0,16,[],[],[],https://pbs.twimg.com/profile_images/1664678604834324480/I40iyZxt_normal.jpg,https://x.com/PrensaDelCrimen/status/1789408708016902186,tweet_id:1789408708016902186,
Manu,@MGBeretta,2024-05-11T19:07:28.000Z,False,,0,0,0,134,[],[],"['\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e']",https://pbs.twimg.com/profile_images/1712106791331315712/dpuc1XcX_normal.jpg,https://x.com/MGBeretta/status/1789371765468110930,tweet_id:1789371765468110930,
Martingar3,@MartinGar3,2024-05-11T19:44:19.000Z,False,"Os follen a todos los nazis de vosotros. A lo largo de la historia, ningún país os quería y os echaban. Viendo como actuáis, voy entendiendo más. Al final la historia de llorones que lleváis va a resultar distinta. Sois mala gente",0,0,0,18,[],[],[],https://pbs.twimg.com/profile_images/1591829175832379392/T76EIjfG_normal.jpg,https://x.com/MartinGar3/status/1789381039254548709,tweet_id:1789381039254548709,
Katiuska Figuerate,@katyvaldes81,2024-05-11T19:58:23.000Z,False," lo mejor que puedes hacer es callarte no tienes ni idea de violencia de mujer,en vez de gastar en mierdas y mas mierdas porque no les pagas cursos de defensa personal que cada día son más las víctimas analfabeta",0,0,0,6,[],['@IreneMontero'],[],https://pbs.twimg.com/profile_images/1784933921802661888/IJ9-AhQ5_normal.jpg,https://x.com/katyvaldes81/status/1789384579901444581,tweet_id:1789384579901444581,
Bicho-papão,@fjlgda,2024-05-11T19:55:39.000Z,False,"Ayer leí a gente atacando a la cantante de Israel porque dijo que iba a servir en el ejército. Son tan listos que no saben que el servicio militar es obligatorio para hombres y mujeres (eso, como mínimo, fue lo primero que pensé. Si no es eso y es que se va a alistar, perfecto)",0,0,0,73,[],[],[],https://pbs.twimg.com/profile_images/1485077707419533314/Cpe4OlmN_normal.jpg,https://x.com/fjlgda/status/1789383890748035130,tweet_id:1789383890748035130,
Drama Queen,@gassetgarcia,2024-05-11T19:11:56.000Z,False,"No te ensañes, tiene problemas serios.",0,0,0,130,[],[],[],https://pbs.twimg.com/profile_images/1421792886295834626/J7iCc_VH_normal.jpg,https://x.com/gassetgarcia/status/1789372888887230773,tweet_id:1789372888887230773,
JMESPAÑOL,@jmespanol21,2024-05-12T10:39:10.000Z,False,Y esto lo hizo Hamas,0,0,0,33,[],[],[],https://pbs.twimg.com/profile_images/378800000758961177/de9df3598a4cdaaa9fbd733b619d2261_normal.jpeg,https://x.com/jmespanol21/status/1789606234837913673,tweet_id:1789606234837913673,
Mo Hussain,@MoHussain19,2024-05-11T18:59:00.000Z,False,"""Israel is competing with Nazism in the horrors of humanity"" https://youtu.be/tNp3HOte0kg?si=lP0oWcVJbRDTLQas…",0,0,0,15,[],[],[],https://pbs.twimg.com/profile_images/696044740223979520/tEqDB7-j_normal.jpg,https://x.com/MoHussain19/status/1789369635697037766,tweet_id:1789369635697037766,
vivien burke #,@vivienburke,2024-05-11T19:05:37.000Z,False,Sickening  they have ruined Eurovision!!!,0,0,0,409,[],[],"['\\U0001f922', '\\U0001f92e', '\\U0001f922', '\\U0001f92e', '\\U0001f922']",https://pbs.twimg.com/profile_images/1213764536785940480/wj0GO7mQ_normal.jpg,https://x.com/vivienburke/status/1789371298814013668,tweet_id:1789371298814013668,
Donal,@GrumpyOldDoc,2024-05-11T19:29:19.000Z,False,"The most pathetic, desperate thing I've seen since the last expensive PR ad on that billboard

When they know they're finished, when the world has had  enough, when all else has failed, take out a big ad in Times Sq ",0,0,0,282,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1634330067424759808/XKV1Wl2s_normal.jpg,https://x.com/GrumpyOldDoc/status/1789377264561393725,tweet_id:1789377264561393725,
Wingloss,@Wingloss,2024-05-12T07:59:54.000Z,False,Cheats is the nicest thing most people will call them from now on.,0,0,0,18,[],[],[],https://pbs.twimg.com/profile_images/1792449987227328513/xjHxz1Bk_normal.jpg,https://x.com/Wingloss/status/1789566154651926685,tweet_id:1789566154651926685,
Kris_etc,@Kris_etc_,2024-05-11T21:48:19.000Z,False,Israel’s got it in the bag already. Major sponsors get perks.,0,0,0,126,[],[],[],https://pbs.twimg.com/profile_images/1790987252778389504/WhmZG4H3_normal.jpg,https://x.com/Kris_etc_/status/1789412242808619224,tweet_id:1789412242808619224,
Charlene Pray,@pondscumy,2024-05-11T22:13:39.000Z,False,who do they rent the space from?,0,0,0,46,[],[],[],https://pbs.twimg.com/profile_images/1726291941124382720/Yyg06USG_normal.jpg,https://x.com/pondscumy/status/1789418621506138551,tweet_id:1789418621506138551,
julie,@donotconsent8,2024-05-11T19:18:47.000Z,False,They're here with the 6 again,0,0,0,158,[],[],[],https://pbs.twimg.com/profile_images/1790297040859107328/TNLpqY8u_normal.jpg,https://x.com/donotconsent8/status/1789374614998597981,tweet_id:1789374614998597981,
Yanaar Lee,@yanaar41693,2024-05-11T20:51:58.000Z,False,they get more horrid by the day...,0,0,0,59,[],[],[],https://pbs.twimg.com/profile_images/1765483749872177152/A3q92P7J_normal.png,https://x.com/yanaar41693/status/1789398065431871798,tweet_id:1789398065431871798,
Kerry Pearce,@KerryPearc62416,2024-05-11T20:58:11.000Z,False,Booooooooooooo ……,0,0,0,81,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/KerryPearc62416/status/1789399627940164010,tweet_id:1789399627940164010,
NorryC,@NorryITAU,2024-05-12T02:35:31.000Z,False,Sucked in didn't work.,0,0,0,54,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/NorryITAU/status/1789484520099721225,tweet_id:1789484520099721225,
Squirrel ☭,@anachronistic56,2024-05-11T18:54:44.000Z,False,They're violating the rules.,0,0,0,167,[],[],[],https://pbs.twimg.com/profile_images/1707598599444373504/ShakvXQh_normal.jpg,https://x.com/anachronistic56/status/1789368562433376546,tweet_id:1789368562433376546,
The DISTANCE,@TheDISTANCE17,2024-05-11T19:42:26.000Z,False,Despicable.,0,0,0,106,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/TheDISTANCE17/status/1789380563712856372,tweet_id:1789380563712856372,
Poeticias,@Poeticiero,2024-05-11T20:04:49.000Z,True,"#PoeticiaDiaria #BoicotEurovision #Errorvision @EBU_HQ @Eurovision 
=================
Sion non (El patrocinio)
=================

¿Qué sería de Eurovision
si patrocinara Gazprom?

¿Podría cantar Libia
con el Gadafi paria?

¿Se permitiría a Sadam
patrocinar por su Iraq?

¿Verías",0,0,0,406,[],[],[],https://pbs.twimg.com/profile_images/1556351967500374016/IVEkob78_normal.jpg,https://x.com/Poeticiero/status/1789386198588490020,tweet_id:1789386198588490020,
luillito67,@luisruizalvarez,2024-05-11T20:39:20.000Z,False,Tiene que ser justo este momento. No podíais haber echo campaña antes?,0,0,0,24,[],[],[],https://pbs.twimg.com/profile_images/1624470433440444418/8vB6740J_normal.jpg,https://x.com/luisruizalvarez/status/1789394886690582871,tweet_id:1789394886690582871,
Pinky,@ShellPinky1,2024-05-11T21:39:25.000Z,False,"Jajajajajaja... tómese una tila, buen hombre...
Am Israel Jai",0,0,0,28,[],[],['\\U0001f4aa'],https://pbs.twimg.com/profile_images/1169610338012205061/pdMH6Jp7_normal.jpg,https://x.com/ShellPinky1/status/1789410004438532443,tweet_id:1789410004438532443,
Julio Barrientos,@Jbvillafaina,2024-05-11T20:37:19.000Z,False,La última vez que los palestinos boicotearon un festival se llevaron por delante 1500 personas.,0,0,0,85,[],[],[],https://pbs.twimg.com/profile_images/1253962472786145287/f6PetwSR_normal.jpg,https://x.com/Jbvillafaina/status/1789394378475163702,tweet_id:1789394378475163702,
Chino de China,@unchinodechina,2024-05-11T20:20:51.000Z,False,"Bien dicho, don Alberto.

Yo TAMBIÉN voy a boicotear #Eurovision2024 #BoycottEurovision :

Llevo ya un rato con los ojos cerrados y SIN RESPIRAR delante de la Tele!!!

Por favor, avisen cuando acabe la canción de Israel, que voy mal en anaeróbicos",0,0,0,4.5K,"['#Eurovision2024', '#BoycottEurovision']",[],[],https://pbs.twimg.com/profile_images/688079078780481537/_eQ8dK2q_normal.jpg,https://x.com/unchinodechina/status/1789390231789048181,tweet_id:1789390231789048181,
Alfredo,@alfgdp,2024-05-11T19:20:41.000Z,False,Mis 20 votos van para Hurricane de Israel .,0,0,0,304,[],[],['\\U0001f603'],https://pbs.twimg.com/profile_images/574618669940088832/cCJabg-s_normal.jpeg,https://x.com/alfgdp/status/1789375093275038160,tweet_id:1789375093275038160,
Dario,@DarioSoto97,2024-05-11T19:22:25.000Z,False,"Y si, en vez de hacer cosas que no valen para nada, dejáis de ver es programa?",0,0,0,245,[],[],[],https://pbs.twimg.com/profile_images/1478864392951320582/ULzJacgs_normal.jpg,https://x.com/DarioSoto97/status/1789375528106959249,tweet_id:1789375528106959249,
El Frugal,@GcbFrugal,2024-05-11T20:56:54.000Z,False,Asco dais,0,0,0,36,[],[],[],https://pbs.twimg.com/profile_images/1652058220389695489/64JB6t0c_normal.jpg,https://x.com/GcbFrugal/status/1789399304391569705,tweet_id:1789399304391569705,
MrAlcasse,@MrAIcasse,2024-05-11T19:47:46.000Z,False,,0,0,0,160,[],[],[],https://pbs.twimg.com/profile_images/1761892020203720704/6DR_IArM_normal.jpg,https://x.com/MrAIcasse/status/1789381906334654724,tweet_id:1789381906334654724,
a.d.,@VC32138525,2024-05-11T22:47:12.000Z,True,Here it is — Eden Golan’s Eurovision performance from the finale show,0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/1717481667562971136/4Ue7dnWx_normal.jpg,https://x.com/VC32138525/status/1789427063696330787,tweet_id:1789427063696330787,
Corblau,@mrBlau33,2024-05-11T21:33:00.000Z,False,,0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1663663004108353540/R5HtGqzU_normal.jpg,https://x.com/mrBlau33/status/1789408390860435460,tweet_id:1789408390860435460,
ML,@UnodeJara,2024-05-12T08:01:09.000Z,False,https://outono.net/elentir/2017/12/17/los-mas-de-100-millones-de-muertos-que-causo-el-comunismo-divididos-por-paises/…,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1446497746253385728/jRdarPsf_normal.jpg,https://x.com/UnodeJara/status/1789566471145656746,tweet_id:1789566471145656746,
Emilio Lobo,@emiliolobo1,2024-05-11T23:08:07.000Z,False,"Gran exito tu boicot,gilipo.......",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1486392044851507201/r6RXEyCK_normal.jpg,https://x.com/emiliolobo1/status/1789432327010951676,tweet_id:1789432327010951676,
viva_andorra,@Viva_Andorra44,2024-05-11T20:42:05.000Z,False,"Y tanto que boicot, he votado a Israel",0,0,0,30,[],[],[],https://pbs.twimg.com/profile_images/1726711473336897537/8P3XSOTW_normal.jpg,https://x.com/Viva_Andorra44/status/1789395576133488671,tweet_id:1789395576133488671,
athenean999,@athenean999,2024-05-11T21:15:06.000Z,False,"Con todas sus imperfecciones y defectos, la única democracia de Oriente Medio, el único lugar donde hay libertad ideológica y de expresión, donde los homosexuales pueden casarse y donde las mujeres no son castigadas ni lapidadas, se llama Israel.

La izquierda prefiere el terror.",0,0,0,12,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/athenean999/status/1789403886454722612,tweet_id:1789403886454722612,
SD. OIKOS,@SD0ik0s,2024-05-11T19:15:55.000Z,False,,0,0,0,150,[],[],[],https://pbs.twimg.com/profile_images/1171170829679431687/NYYXFaDw_normal.jpg,https://x.com/SD0ik0s/status/1789373891053342806,tweet_id:1789373891053342806,
Víctor,@vjcedres,2024-05-11T20:46:36.000Z,False,Genocidio el de los putos terroristas de Hamas que usan a sus civiles como escudos humanos. A mamarla.,0,0,0,35,[],[],[],https://pbs.twimg.com/profile_images/3347481415/641571363ad3afb3af3ab44f826b55be_normal.jpeg,https://x.com/vjcedres/status/1789396712659816782,tweet_id:1789396712659816782,
Antonio: The logical song.?,@antoniogalleg26,2024-05-11T20:40:22.000Z,False,,0,0,0,111,[],[],[],https://pbs.twimg.com/profile_images/1623922928017461250/5dETlIkH_normal.jpg,https://x.com/antoniogalleg26/status/1789395144128479489,tweet_id:1789395144128479489,
Juani Sánchez,@Juanisanchez_,2024-05-11T20:41:15.000Z,False,Pues usted no sea cómplice de los asesinatos de mil israelíes,0,0,0,25,[],[],[],https://pbs.twimg.com/profile_images/1527158202378465281/g0pnAweD_normal.jpg,https://x.com/Juanisanchez_/status/1789395368448233761,tweet_id:1789395368448233761,
ATLANTIS,@AitorMiller,2024-05-11T19:50:52.000Z,False,,0,0,0,223,[],[],[],https://pbs.twimg.com/profile_images/1768725783197978624/JPZHHCDZ_normal.jpg,https://x.com/AitorMiller/status/1789382685854461976,tweet_id:1789382685854461976,
Rafael Herranz2,@RafaelHerranz55,2024-05-11T21:43:43.000Z,False,,0,0,0,60,[],[],[],https://pbs.twimg.com/profile_images/1787422663914188800/BfTBY_kF_normal.jpg,https://x.com/RafaelHerranz55/status/1789411088527724586,tweet_id:1789411088527724586,
ibogadoLaJodió,@apellidoeslavo,2024-05-11T19:49:36.000Z,False,La cara del fenotipo. Todos iguales.,0,0,0,114,[],[],[],https://pbs.twimg.com/profile_images/1573230151617363968/wZBlIkcO_normal.jpg,https://x.com/apellidoeslavo/status/1789382366810530115,tweet_id:1789382366810530115,
Overton,@OVERTON35063959,2024-05-11T20:35:54.000Z,False,,0,0,0,45,[],[],[],https://pbs.twimg.com/profile_images/1290493585700265985/oEfv0tcp_normal.jpg,https://x.com/OVERTON35063959/status/1789394019325256127,tweet_id:1789394019325256127,
JuanMem,@juanmem1971,2024-05-12T06:57:18.000Z,False,Pues el boicot a quedao regulinchi...,0,0,0,14,[],[],[],https://pbs.twimg.com/profile_images/835989028650565632/3KjE5838_normal.jpg,https://x.com/juanmem1971/status/1789550399881388167,tweet_id:1789550399881388167,
Juan Carlos Álvarez Camino,@alvarezcamino,2024-05-11T19:56:03.000Z,False,,0,0,0,209,[],[],[],https://pbs.twimg.com/profile_images/1461962765443207168/rwCDmdFH_normal.jpg,https://x.com/alvarezcamino/status/1789383990081700255,tweet_id:1789383990081700255,
Malassspina,@Malassspina,2024-05-11T22:40:28.000Z,False,"""Lo siento, no discuto con FASCISTAS"".
¡A cascarla, FASCISTA!",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1419991349575749650/NND9GZ53_normal.jpg,https://x.com/Malassspina/status/1789425370686460321,tweet_id:1789425370686460321,
Himalaynsalt,@himalaynsalt,2024-05-12T00:57:51.000Z,False,Y España le da 12 puntos a Israel. Jódete.,0,0,0,19,[],[],[],https://pbs.twimg.com/profile_images/1549304456025702401/VcvU72_W_normal.jpg,https://x.com/himalaynsalt/status/1789459941440295424,tweet_id:1789459941440295424,
Alejandro Santos,@alcoholico2,2024-05-11T21:15:32.000Z,False,"Cuidado que estos idiotas van a acabar con el tema de Israel por una mierda de festival de música...

Menudo  nivel que tienen",0,0,0,20,[],[],[],https://pbs.twimg.com/profile_images/1079122018946220033/gwKk-leK_normal.jpg,https://x.com/alcoholico2/status/1789403992960749644,tweet_id:1789403992960749644,
Florentino,@Puskasentierra1,2024-05-11T19:50:55.000Z,False,"Los asesinos de Hamás tienen seguidores terroristas, asesinos!",0,0,0,59,[],[],[],https://pbs.twimg.com/profile_images/1747641261006155776/iBP_GAH8_normal.jpg,https://x.com/Puskasentierra1/status/1789382699590848754,tweet_id:1789382699590848754,
Eurovisión España - RTVE,@eurovision_tve,2024-05-11T18:17:37.000Z,False,"Foto de familia, LA FAMILIA ZORRISTA ¡Hoy es el gran día! 
Sigue a partir de las 21:00 h la final de #Eurovision2024 en ,  y  http://rtve.es/television/eurovision… #EurovisiónRTVE",0,0,0,0,"['#Eurovision2024', '#EurovisiónRTVE']","['@La1_tve', '@rtveplay', '@rne']","['\\u2764\\ufe0f', '\\U0001f98a']",https://pbs.twimg.com/profile_images/1792926749367451650/EQefvhFi_normal.jpg,https://x.com/eurovision_tve/status/1789359220829155445/photo/1,tweet_id:1,
La Mujer Nucelar,@LaMujerNucelar,2024-05-11T18:35:43.000Z,False,"No, no es un gran día. Así, no",0,0,0,226,[],[],[],https://pbs.twimg.com/profile_images/1054715288942452737/hAxVgWD8_normal.jpg,https://x.com/LaMujerNucelar/status/1789363776581443700,tweet_id:1789363776581443700,
Personas en Serie,@personasserie,2024-05-11T18:22:15.000Z,False,"Moroccanoil, patrocinador de Eurovision, es una empresa de origen israelí cuyos productos tienen como base el aceite de argán. De hecho, su nombre en el registro oficial, es Moroccan Oil Israel Ltd…hay que añadir algo más a lo que está ocurriendo hoy RTVE?",0,0,0,382,[],[],[],https://pbs.twimg.com/profile_images/643459330843480064/WqjcbMLB_normal.jpg,https://x.com/personasserie/status/1789360386422026652,tweet_id:1789360386422026652,
Toni Revuelta,@toni_revuelta1,2024-05-11T18:24:53.000Z,False,"Nos la suda, sois lamentables vosotros también",0,0,0,283,[],[],[],https://pbs.twimg.com/profile_images/1686894558909538304/dV4lFoyQ_normal.jpg,https://x.com/toni_revuelta1/status/1789361049344282664,tweet_id:1789361049344282664,
Jessica,@lajessyjones,2024-05-11T18:20:53.000Z,False,Delegación de España:,0,0,0,402,[],[],[],https://pbs.twimg.com/profile_images/1752073093688758272/stsrFQ8x_normal.jpg,https://x.com/lajessyjones/status/1789360042518401149,tweet_id:1789360042518401149,
Jaime,@legrandchiquito,2024-05-11T18:30:19.000Z,False,La Delegación española dais demasiado asco haciendo oídos sordos de l situación.,0,0,0,169,[],[],[],https://pbs.twimg.com/profile_images/1688926610777620481/eLLIj1kJ_normal.jpg,https://x.com/legrandchiquito/status/1789362414661533834,tweet_id:1789362414661533834,
Ángeles,@AngelesR238525,2024-05-11T18:49:24.000Z,False,"Hoy es cuando tenéis muy a mí pesar, porque me encantáis, que coger y renunciar en favor del NO al genocidio.  Se os quiere y esperamos que nos escuchéis #tiralacopa #FreePalestine #BoycottEurovision",0,0,0,166,"['#tiralacopa', '#FreePalestine', '#BoycottEurovision']",['@Nebulossa_of'],[],https://pbs.twimg.com/profile_images/1774879843970060288/KiA6lxmT_normal.jpg,https://x.com/AngelesR238525/status/1789367220058870171,tweet_id:1789367220058870171,
danielsam1973,@Danielsam_1973,2024-05-11T19:21:02.000Z,False,Vamoooossssss,0,0,0,55,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/Danielsam_1973/status/1789375180109652245,tweet_id:1789375180109652245,
alice ✧ DBD era,@aziratardis,2024-05-11T18:18:14.000Z,False,"Retiraos, porfa, no participéis en este circo ",0,0,0,429,[],[],['\\U0001f64f'],https://pbs.twimg.com/profile_images/1792308050746892290/qeSRDKo3_normal.jpg,https://x.com/aziratardis/status/1789359376865644993,tweet_id:1789359376865644993,
serginandz,@serginandz,2024-05-11T18:59:46.000Z,False,"VERGÜENZA

No me representáis",0,0,0,120,[],[],[],https://pbs.twimg.com/profile_images/1794449289424293889/tsYTRLQB_normal.jpg,https://x.com/serginandz/status/1789369825875128393,tweet_id:1789369825875128393,
,@loimportante60,2024-05-11T19:12:36.000Z,False,Boicot. Eurovisión!!!,0,0,0,234,[],[],[],https://pbs.twimg.com/profile_images/1527372856509640730/mtBlfPi2_normal.jpg,https://x.com/loimportante60/status/1789373056697164088,tweet_id:1789373056697164088,
Luis Mesa ۞,@luismesacabello,2024-05-25T14:18:54.000Z,False,Esta foto casi nos la perdemos. #Eurovision,0,0,0,17K,['#Eurovision'],[],[],https://pbs.twimg.com/profile_images/1553771096821858306/u83_6rPI_normal.jpg,https://x.com/luismesacabello/status/1794372573544976828,tweet_id:1794372573544976828,
ENRIC,@EnricEnricEnric,2024-05-25T10:25:27.000Z,False,Los eurofans en la preparty de 2070.,0,0,0,19K,[],[],[],https://pbs.twimg.com/profile_images/1606385910261682191/7oKmpne4_normal.jpg,https://x.com/EnricEnricEnric/status/1794313827598864504,tweet_id:1794313827598864504,
Eurovision-Spain.com | PrePartyES,@eurospaincom,2024-05-25T10:50:46.000Z,True,"¡Angy Fernández será la representante española en el OGAE Second Chance 2024!

La tercera clasificada del Benidorm Fest 2024 ha sido la opción más popular entre los socios de OGAE España para este concurso que intenta premiar las mejores candidaturas de preselecciones que no",0,0,0,48K,[],[],[],https://pbs.twimg.com/profile_images/1792512182392942592/M_mO-4Jp_normal.jpg,https://x.com/eurospaincom/status/1794320197370675457,tweet_id:1794320197370675457,
Dan Wootton,@danwootton,2024-05-11T14:00:58.000Z,True,"It is going to kick off tonight.
The woke mob have taken over Eurovision and are standing up for people who want their beloved “LBGTIQA+++++ community” wiped off the face of the earth. 
Shame. #Eurovision2024",0,0,0,0,['#Eurovision2024'],[],[],https://pbs.twimg.com/profile_images/1765067352113381377/L8AJi0hq_normal.jpg,https://x.com/OliLondonTV/status/1789294632330838444,tweet_id:1789294632330838444,
Chris Strange,@chrisbizarre2,2024-05-11T18:28:25.000Z,False,I tweeted something similar a few minutes after you without first seeing your tweet. What's that about great minds?,0,0,0,524,[],[],[],https://pbs.twimg.com/profile_images/1424831448176111620/6whCCvEJ_normal.jpg,https://x.com/chrisbizarre2/status/1789361939233063398,tweet_id:1789361939233063398,
TC,@TC86964191,2024-05-11T19:13:40.000Z,False,Vote for Israel,0,0,0,65,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/TC86964191/status/1789373324595749222,tweet_id:1789373324595749222,
garney nichols,@nichols_garney,2024-05-11T19:06:02.000Z,False,well can't they just wipe all them silly letters of the face of the earth ?,0,0,0,60,[],[],[],https://pbs.twimg.com/profile_images/1576319627671621633/gcXjyCGO_normal.jpg,https://x.com/nichols_garney/status/1789371405068366050,tweet_id:1789371405068366050,
Martin,@manwith4kids,2024-05-11T21:17:53.000Z,False,It's clearly upsetting you Dan. Turn over and watch something else,0,0,0,14,[],[],[],https://pbs.twimg.com/profile_images/1572611093259866113/uJOD_AH4_normal.jpg,https://x.com/manwith4kids/status/1789404584965734709,tweet_id:1789404584965734709,
Leeco,@leeco7575,2024-05-11T18:27:17.000Z,False,They’re a weird bunch I’ve ever seen loads of woke gay people standing up for the human rights of people in a country that doesn’t even have human rights for gay people and want the destruction of a country next door that would welcome gay people with open arms.,0,0,0,126,[],[],[],https://pbs.twimg.com/profile_images/1743572549227737088/kN5ffQB5_normal.jpg,https://x.com/leeco7575/status/1789361653902962801,tweet_id:1789361653902962801,
Furq,@Furq266400,2024-05-11T19:16:53.000Z,False,"Dan, were you cool with them killing British aid workers? Did it cheer you?",0,0,0,31,[],[],[],https://pbs.twimg.com/profile_images/1675270441970159617/mVQK34CH_normal.jpg,https://x.com/Furq266400/status/1789374135946145830,tweet_id:1789374135946145830,
Stephen Goggin,@DreamDruid,2024-05-11T19:46:15.000Z,False,What a hill to die on,0,0,0,22,[],[],[],https://pbs.twimg.com/profile_images/1726483762383360000/muNhrb_C_normal.jpg,https://x.com/DreamDruid/status/1789381525240181185,tweet_id:1789381525240181185,
A Mum,@AMum_UK,2024-05-11T18:31:52.000Z,False,Likely,0,0,0,230,[],[],[],https://pbs.twimg.com/profile_images/1696959923920228352/kZ4v12el_normal.jpg,https://x.com/AMum_UK/status/1789362808393531614,tweet_id:1789362808393531614,
Henry Bolton OBE,@_HenryBolton,2024-05-25T14:42:49.000Z,True,"FACT CHECK! 16 year olds are not permitted to fight in the armed forces, precisely because they’re not physically or mentally mature enough.",0,0,0,187K,[],[],[],https://pbs.twimg.com/profile_images/1574106237402324994/EDpX2Jxe_normal.jpg,https://x.com/_HenryBolton/status/1794378594434912422,tweet_id:1794378594434912422,
Chris Rose,@ArchRose90,2024-05-25T13:41:25.000Z,True,"Sky News interviewed an illegal migrant who was detained for Rwanda.

“I’m scared about Rwanda…I got a hope. I can stay if the Labour Party will win.”

He should have already been deported but it’s not a bright future for the UK if illegal migrants are hopeful of a Labour govt.",0,0,0,54K,[],[],[],https://pbs.twimg.com/profile_images/1769842479388635136/TOb76VCA_normal.jpg,https://x.com/ArchRose90/status/1794363142660857924,tweet_id:1794363142660857924,
Nile Gardiner,@NileGardiner,2024-05-25T13:48:04.000Z,True,Deport this thug from the UK. Send him back to Tehran.,0,0,0,20K,[],[],[],https://pbs.twimg.com/profile_images/2733485826/ea8198a6b76c267e8ef27468d31291ee_normal.jpeg,https://x.com/NileGardiner/status/1794364815798079787,tweet_id:1794364815798079787,
Lee Harris,@addicted2newz,2024-05-25T16:31:31.000Z,True,"I'm livid with the Tories, they do not deserve my vote, but I'm utterly terrified of the batshit crazy, woke infested Labour Party.

Part of me thinks the Tories need to be annihilated, the other part of me can't stop thinking about the serious damage Labour will do.",0,0,0,21K,[],[],[],https://pbs.twimg.com/profile_images/1760066104787955713/TccpTLUr_normal.png,https://x.com/addicted2newz/status/1794405950180516030,tweet_id:1794405950180516030,
