Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,
Nikki Dimsdale,@nixCab,2024-05-11T20:23:05.000Z,False,Think they’ve decided it’s quite long enough as it is …,0,0,0,39,[],[],[],https://pbs.twimg.com/profile_images/878508024482205697/KiKUQjeM_normal.jpg,https://x.com/nixCab/status/1789390796950512073,tweet_id:1789390796950512073,
Tuxford15,@Tuxford151,2024-05-11T19:21:51.000Z,False,Bring back Katie Boyle.,0,0,0,53,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/Tuxford151/status/1789375386637234370,tweet_id:1789375386637234370,
Daniel Berke,@DanielBerke1,2024-05-25T13:38:21.000Z,False,Well done Manchester,0,0,0,9.4K,[],[],[],https://pbs.twimg.com/profile_images/1472831346124931072/PPBX9gyA_normal.jpg,https://x.com/DanielBerke1/status/1794362371303219225,tweet_id:1794362371303219225,
Ian Austin,@LordIanAustin,2024-05-25T17:05:45.000Z,True,"But I thought everyone said it was a prison, a concentration camp where everyone was starving because of Israel?",0,0,0,17K,[],[],[],https://pbs.twimg.com/profile_images/1775640986649014274/_2FGLeXy_normal.jpg,https://x.com/LordIanAustin/status/1794414564878188738,tweet_id:1794414564878188738,
Andrew Fox,@Mr_Andrew_Fox,2024-05-25T14:03:21.000Z,True,"The disinformation campaign over Israel-Gaza rages on. Here’s a long post on the various narratives.

These are the key terms:

Disinformation: the deliberate spreading of knowingly false information.

Misinformation: the unintentional spreading of incorrect information.",0,0,0,37K,[],[],[],https://pbs.twimg.com/profile_images/1781434552553967616/1sDSyp9q_normal.jpg,https://x.com/Mr_Andrew_Fox/status/1794368660695322682,tweet_id:1794368660695322682,
Emily Schrader - אמילי שריידר امیلی شریدر,@emilykschrader,2024-05-24T20:51:01.000Z,True,"Today a brave warrior for Iranian freedom and someone I am proud to call a friend was brutally beaten in the streets of London by thugs of the Islamic Republic of Iran. She was hospitalised after grown men beat her, along with several other freedom fighters, when they protested",0,0,0,618K,[],[],[],https://pbs.twimg.com/profile_images/1723103784157450240/aLClY2fT_normal.jpg,https://x.com/emilykschrader/status/1794108868332560823,tweet_id:1794108868332560823,
@carlotta,@carlotta,2024-05-11T20:35:39.000Z,False,Angelina è la migliore!!!,0,0,0,130,[],[],[],https://pbs.twimg.com/profile_images/1172920392568229889/aBaiedV6_normal.jpg,https://x.com/carlottasiani1/status/1789393957304045888,tweet_id:1789393957304045888,
Guido Guerri,@GuidoGuerri,2024-05-11T21:13:29.000Z,False,"Effettivamente credo che la Sig.ra Maionchi ormai vada bene per i Talk Show e Spettacoli Comici, pur avendo grande competenza musicale, non ho ancora sentito nulla di sensato oltre gli Alloraaaa, per le prossime volte conduttori competenti e che sappiano l Ingleseeeeeee!!!!!!",0,0,0,93,[],[],[],https://pbs.twimg.com/profile_images/3672821033/e8e00dc055a49fe9aa34a5260669aee1_normal.jpeg,https://x.com/GuidoGuerri/status/1789403479460442440,tweet_id:1789403479460442440,
Failbetter,@Failbetter6,2024-05-11T20:23:59.000Z,False,"Brutta canzone.
Bene vinca chi sa cantare invece di questa vacuita'.",0,0,0,126,[],[],[],https://pbs.twimg.com/profile_images/1385938741919944708/zHa-FpgJ_normal.jpg,https://x.com/Failbetter6/status/1789391019953238177,tweet_id:1789391019953238177,
nutella_53,@53_nutella,2024-05-11T20:26:34.000Z,False,"Molto brava, la canzone è bella, ritmata, allegra, piace… non diciamo niente ",0,0,0,152,[],[],"['\\U0001f91e', '\\U0001f91e', '\\U0001f91e', '\\U0001f91e', '\\U0001f4aa', '\\U0001f4aa', '\\U0001f4aa', '\\U0001f4aa']",https://pbs.twimg.com/profile_images/928893337024827392/m3lmm3Li_normal.jpg,https://x.com/53_nutella/status/1789391673539117515,tweet_id:1789391673539117515,
Alessio,@alexio808080,2024-05-11T19:27:30.000Z,False,"Ha ragione Morgan, poi ora con #Telemeloni allora si. Maionchi ogni sera in tv, rai,9,ecc... sempre i soliti. E bastaaa",0,0,0,136,['#Telemeloni'],[],[],https://pbs.twimg.com/profile_images/1790720852788441090/aKqAmi3F_normal.jpg,https://x.com/alexio808080/status/1789376806983741722,tweet_id:1789376806983741722,
alberto mazza,@albertomazza8,2024-05-11T19:59:31.000Z,False,Scusate ma la signora Maionchi era proprio necessaria?,0,0,0,160,[],[],[],https://pbs.twimg.com/profile_images/1772695720945958912/OuOztkBs_normal.jpg,https://x.com/albertomazza8/status/1789384863381963247,tweet_id:1789384863381963247,
PastElle,@PastElle_XO,2024-05-11T22:42:45.000Z,True, amazing,0,0,0,5,[],[],"['\\U0001f923', '\\U0001f929']",https://pbs.twimg.com/profile_images/1773304002840875008/7kZscc0Y_normal.jpg,https://x.com/PastElle_XO/status/1789425942655279409,tweet_id:1789425942655279409,
Smooshy,@SmooshyArt,2024-05-11T22:44:23.000Z,False,An early photo of me back in 1994 after drinking 17 litres of water at a rave ,0,0,0,6,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/1733809137937534976/w8q51NCm_normal.jpg,https://x.com/SmooshyArt/status/1789426354586329472,tweet_id:1789426354586329472,
MrXBAE,@LathamChri67655,2024-05-12T01:20:14.000Z,True,Gn!!!!,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1773907863712223232/rU1scnxG_normal.jpg,https://x.com/LathamChri67655/status/1789465575820824648,tweet_id:1789465575820824648,
awesome_visuals,@awesome_visuals,2024-05-11T20:19:05.000Z,False,and good luck to Smoo for not getting his account locked! cast your votes now...,0,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/1748638656015802368/F52j8aaF_normal.jpg,https://x.com/awesome_visuals/status/1789389787901710830,tweet_id:1789389787901710830,
Smooshy,@SmooshyArt,2024-05-11T20:24:09.000Z,False, Smooshy - nil poi,0,0,0,12,[],[],"['\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1733809137937534976/w8q51NCm_normal.jpg,https://x.com/SmooshyArt/status/1789391065595678947,tweet_id:1789391065595678947,
Kamba,@DigitalKAMBA,2024-05-11T22:07:07.000Z,False,Good night Smooshy!,0,0,0,2,[],[],"['\\U0001f4ab', '\\U0001f408']",https://pbs.twimg.com/profile_images/1641231511717392384/QaunXwu9_normal.jpg,https://x.com/DigitalKAMBA/status/1789416975040462871,tweet_id:1789416975040462871,
Smooshy,@SmooshyArt,2024-05-11T22:24:41.000Z,False,GN Kamba! ,0,0,0,2,[],[],['\\U0001f5a4'],https://pbs.twimg.com/profile_images/1733809137937534976/w8q51NCm_normal.jpg,https://x.com/SmooshyArt/status/1789421398047314413,tweet_id:1789421398047314413,
4zUp,@4zup,2024-05-12T00:01:49.000Z,False,Gn Smooshy! Sleep well ,0,0,0,5,[],[],"['\\U0001f98b', '\\U0001f5a4']",https://pbs.twimg.com/profile_images/1735427095323373568/8l5Cteyq_normal.jpg,https://x.com/4zup/status/1789445842954539342,tweet_id:1789445842954539342,
Smooshy,@SmooshyArt,2024-05-12T06:30:09.000Z,False,"Thanks matey, you too ",0,0,0,0,[],[],['\\U0001f44d'],https://pbs.twimg.com/profile_images/1733809137937534976/w8q51NCm_normal.jpg,https://x.com/SmooshyArt/status/1789543567095951423,tweet_id:1789543567095951423,
Ella,@its_spela,2024-05-11T19:15:54.000Z,False,This whole competition is a joke#Eurovision #Eurovision2024,0,0,0,0,"['#Eurovision', '#Eurovision2024']",[],[],https://pbs.twimg.com/profile_images/1767012501995077632/BRxQh41l_normal.jpg,https://x.com/its_spela/status/1789373889622982690/photo/1,tweet_id:1,
Malcolm Tucker,@gorbalsgoebbels,2024-05-11T19:22:47.000Z,False,"1. Do you know what genocide is? Obviously not.

2. Natalie Portman is an Israeli.#Eurovision2024",0,0,0,54K,['#Eurovision2024'],[],[],https://pbs.twimg.com/profile_images/525760996770844672/fGbko5QP_normal.jpeg,https://x.com/gorbalsgoebbels/status/1789375621082001752,tweet_id:1789375621082001752,
Aviram Jenik,@aviramj,2024-05-11T20:47:33.000Z,True,"Using a meme with one of the most famous Israeli actresses to say how much you hate Israel is priceless....
(Not knowing what genocide means is still on brand, though)",0,0,0,28K,[],[],[],https://pbs.twimg.com/profile_images/975579616508170240/zi8tkPDU_normal.jpg,https://x.com/aviramj/status/1789396952330666185,tweet_id:1789396952330666185,
John Cartwright,@JohnLoony,2024-05-11T20:34:58.000Z,False,"Yes, Russia has not been allowed to take part.
Neither has the terrorist régime of Hamas.
Israel and Ukraine are both defending themselves.",0,0,0,2.9K,[],[],[],https://pbs.twimg.com/profile_images/1023348607402090499/8751i3g9_normal.jpg,https://x.com/JohnLoony/status/1789393784058372186,tweet_id:1789393784058372186,
Zarok,@zarok_tweets,2024-05-11T20:55:45.000Z,False,Yes they did disqualify the genocide committing Russians,0,0,0,1.1K,[],[],[],https://pbs.twimg.com/profile_images/1761373084286693376/xiYJuXZc_normal.png,https://x.com/zarok_tweets/status/1789399015743791159,tweet_id:1789399015743791159,
Safe place to be,@falu_mama,2024-05-11T19:35:53.000Z,False,Hamas started the war they can't win. Keep crying ,0,0,0,3.1K,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1689668965612564480/zuHvvqLt_normal.jpg,https://x.com/falu_mama/status/1789378918627094935,tweet_id:1789378918627094935,
Graeme Hart,@graeme_hart_rfc,2024-05-11T20:17:14.000Z,False,"Get a grip,  fanny!!!",0,0,0,302,[],[],[],https://pbs.twimg.com/profile_images/1310797585679110146/u09Jynzs_normal.jpg,https://x.com/graeme_hart_rfc/status/1789389321901904007,tweet_id:1789389321901904007,
Hot Celebs R' Us,@allytodd90,2024-05-11T19:35:10.000Z,False,"And that, is an insult to Hayden and more to the point Natalie.",0,0,0,2.7K,[],[],[],https://pbs.twimg.com/profile_images/1794363546798608384/7GXbugpx_normal.jpg,https://x.com/allytodd90/status/1789378736598515938,tweet_id:1789378736598515938,
ReformedDemocrat93,@democrat935371,2024-05-11T20:27:58.000Z,False,"I don't know what your talking about, Azerbaijan is still there.",0,0,0,12K,[],[],[],https://pbs.twimg.com/profile_images/1750589305188126720/kwBBPD-0_normal.jpg,https://x.com/democrat935371/status/1789392022840717680,tweet_id:1789392022840717680,
nomadiac,@art_and_curry,2024-05-12T11:34:03.000Z,False,"Honey, Palestine didn’t participate",0,0,0,1K,[],[],[],https://pbs.twimg.com/profile_images/1674489178438901776/MH0Prqi0_normal.jpg,https://x.com/art_and_curry/status/1789620047767380245,tweet_id:1789620047767380245,
echo maker ☭,@4somebodyssake,2024-05-12T16:22:21.000Z,False,"for anyone curious, this is a good tread that explains why joost was disqualified",0,0,0,1.9K,[],[],[],https://pbs.twimg.com/profile_images/1775113482595123200/IyG2NtjL_normal.jpg,https://x.com/4somebodyssake/status/1789692599613137071,tweet_id:1789692599613137071,
Pangur Bán,@jimineuropa,2024-05-11T23:07:08.000Z,False,"One of them, yes, but not the others.",0,0,0,5.8K,[],[],[],https://pbs.twimg.com/profile_images/1749688620259160064/lYofrrvJ_normal.jpg,https://x.com/jimineuropa/status/1789432079085666514,tweet_id:1789432079085666514,
Ruby Redhead,@RubyRedhead4,2024-05-11T19:32:49.000Z,True,"Israel  at music festival
vs
Palestine  at music festival",0,0,0,2.2K,[],[],"['\\U0001f1ee\\U0001f1f1', '\\U0001f1f5\\U0001f1f8']",https://pbs.twimg.com/profile_images/1781294697450766336/LU7qukAP_normal.jpg,https://x.com/RubyRedhead4/status/1789378144148877361,tweet_id:1789378144148877361,
sanni-sofia,@sannis0fia,2024-05-11T19:22:51.000Z,False,why was he disqualified??,0,0,0,21K,[],[],[],https://pbs.twimg.com/profile_images/1396554038532100101/huc8SyIp_normal.jpg,https://x.com/sannis0fia/status/1789375635611099342,tweet_id:1789375635611099342,
David Hunter,@DavidRandomScot,2024-05-11T19:28:16.000Z,False,Using a picture of an Israeli really sums up the bandwagon politics of the pro-Palestine mob. ,0,0,0,2.1K,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1475885333824905225/YC5m00fX_normal.jpg,https://x.com/DavidRandomScot/status/1789376998743151097,tweet_id:1789376998743151097,
Stay |free,@cry4shera,2024-05-11T21:24:51.000Z,False,Zakaj tf r u not boycotting Eurovisi0n potem?,0,0,0,9.4K,[],[],[],https://pbs.twimg.com/profile_images/1705992761281777664/umfRCDAx_normal.jpg,https://x.com/cry4shera/status/1789406340961407423,tweet_id:1789406340961407423,
Mrs Simmons,@watchfieldkites,2024-05-11T21:05:24.000Z,False,"It's always been a joke. But ...
If a man behaved in highly inappropriate way to female member of staff and wasn't sacked you would be horrified right?
But that doesn't apply if it means I can be horrible to Jewish lady.",0,0,0,202,[],[],[],https://pbs.twimg.com/profile_images/1768272695827841024/DmAs_KpA_normal.jpg,https://x.com/watchfieldkites/status/1789401443776036896,tweet_id:1789401443776036896,
Toviyah,@SCSJ48,2024-05-11T21:09:58.000Z,False,"Don’t disqualify a country you disingenuous propaganda tube.  Disqualified a man, for his own actions. 

You want to punish a girl for being from a country for which you have a visceral hatred

You’re not the good guy here.",0,0,0,470,[],[],[],https://pbs.twimg.com/profile_images/1785344878576103424/mmMzJf3C_normal.jpg,https://x.com/SCSJ48/status/1789402592340066469,tweet_id:1789402592340066469,
SupBoy,@SupBoy77425284,2024-05-11T23:14:14.000Z,False,"""repeat something alot and it's true""",0,0,0,938,[],[],[],https://pbs.twimg.com/profile_images/1771338416317247488/sQB10vjz_normal.jpg,https://x.com/SupBoy77425284/status/1789433867926974785,tweet_id:1789433867926974785,
L.A.C.T,@Osmanabievde,2024-05-11T21:16:57.000Z,False,,0,0,0,99,[],[],[],https://pbs.twimg.com/profile_images/1322140797194653696/-08swCcl_normal.jpg,https://x.com/Osmanabievde/status/1789404349556252920,tweet_id:1789404349556252920,
Dan,@DanOfFinland,2024-05-11T19:29:07.000Z,False,there's no genocide.,0,0,0,680,[],[],[],https://pbs.twimg.com/profile_images/1268292648542011392/CO_dQLTO_normal.jpg,https://x.com/DanOfFinland/status/1789377215429275668,tweet_id:1789377215429275668,
Rurik Varangian,@Rurik_Varangian,2024-05-11T20:10:59.000Z,False,Cry harder,0,0,0,388,[],[],[],https://pbs.twimg.com/profile_images/1580642280939077636/TwCsiE0G_normal.jpg,https://x.com/Rurik_Varangian/status/1789387749847367707,tweet_id:1789387749847367707,
Dermal Denticles,@Chondrichthyes1,2024-05-12T15:00:44.000Z,False,Which one is committing genocide?,0,0,0,131,[],[],[],https://pbs.twimg.com/profile_images/1396943583459041289/Aj7RIdv-_normal.jpg,https://x.com/Chondrichthyes1/status/1789672060605624511,tweet_id:1789672060605624511,
internet baby,@misanderist,2024-05-24T14:14:01.000Z,False,forbidden romance and its 2 white heterosexuals from the suburbs,0,0,0,1.3M,[],[],[],https://pbs.twimg.com/profile_images/1792610832079114240/NdNW7Z7W_normal.jpg,https://x.com/misanderist/status/1794008959512109169,tweet_id:1794008959512109169,
mrs papaw,@mrsballs69,2024-05-25T01:33:17.000Z,False,Can’t get over this horse named Slim Shady that hurts anyone who tries to ride him,0,0,0,2.8M,[],[],[],https://pbs.twimg.com/profile_images/1741916672833830912/mfRJXMxS_normal.jpg,https://x.com/mrsballs69/status/1794179900079010225,tweet_id:1794179900079010225,
chris evans,@notcapnamerica,2024-05-23T20:46:46.000Z,True,….Does she think Romeo and Juliet were real people?,0,0,0,3.2M,[],[],[],https://pbs.twimg.com/profile_images/1744465748645556224/dpA9TaDK_normal.jpg,https://x.com/notcapnamerica/status/1793745409396941211,tweet_id:1793745409396941211,
Μάνατζερ Φρίζμπι,@BerryLiz13,2024-05-11T19:15:00.000Z,False,"Dear parents of Joost, he made it. And he made it big.

He will always be remembered as the person who stood up for children and for peace. 

You raised him good.

 #eurovisiongr #Eurovision2024 #Eurovision",0,0,0,0,"['#eurovisiongr', '#Eurovision2024', '#Eurovision']",[],[],https://pbs.twimg.com/profile_images/1768257340107640832/SWSeioXZ_normal.jpg,https://x.com/BerryLiz13/status/1789373660228415689/photo/1,tweet_id:1,
WdK,@wdk____,2024-05-11T21:43:36.000Z,True,,0,0,0,5.1K,[],[],[],https://pbs.twimg.com/profile_images/1453744795525029898/Vf7E9HPq_normal.jpg,https://x.com/wdk____/status/1789411056709750993,tweet_id:1789411056709750993,
Breaking News,@breakingUAnews,2024-05-11T19:30:11.000Z,True, Support ours! #Eurovision2024 #Ukraine️,0,0,0,17K,[],[],"['\\U0001f1fa\\U0001f1e6', '\\U0001f1fa\\U0001f1e6']",https://pbs.twimg.com/profile_images/1653355932036767744/j4WZVn7Z_normal.jpg,https://x.com/breakingUAnews/status/1789377483046854656,tweet_id:1789377483046854656,
Breaking News,@breakingUAnews,2024-05-11T19:30:15.000Z,True,"Нідерланди дискваліфіковано з Євробачення-2024. Організатори оголосили, що Joost Klein не братиме участі у фіналі 68-го Пісенного конкурсу. Причиною стали звинувачення у насильстві щодо жінки зі знімальної групи. Крім того, виявилось, що артист симпатизує країні-агресору.",0,0,0,23K,[],[],"['\\u2757\\ufe0f', '\\U0001f1f3\\U0001f1f1']",https://pbs.twimg.com/profile_images/1653355932036767744/j4WZVn7Z_normal.jpg,https://x.com/breakingUAnews/status/1789377497211035947,tweet_id:1789377497211035947,
Ayra Jalil,@Jalil_5096,2024-05-11T19:30:15.000Z,True,"Joost's legacy lives on, a beacon for peace and children's rights.  #Eurovision2024",0,0,0,29K,['#Eurovision2024'],[],['\\U0001f54a\\ufe0f'],https://pbs.twimg.com/profile_images/1742805122332188672/3qh7FFJ2_normal.jpg,https://x.com/Jalil_5096/status/1789377498481893744,tweet_id:1789377498481893744,
JarnootjeWu,@soapiewaltson,2024-05-11T20:08:12.000Z,True,Heel Nederland is trots op hem ,0,0,0,15K,[],[],"['\\u2764\\ufe0f', '\\u2764\\ufe0f']",https://pbs.twimg.com/profile_images/1789659016437649408/6ygK_oTp_normal.jpg,https://x.com/soapiewaltson/status/1789387051474841689,tweet_id:1789387051474841689,
Judas,@Judasyschariot,2024-05-11T19:21:09.000Z,False,He will be remembered as an Antisemite and as someone who attacked a women.,0,0,0,1.2K,[],[],[],https://pbs.twimg.com/profile_images/796564417160892416/FPcRT6G-_normal.jpg,https://x.com/Judasyschariot/status/1789375211118141656,tweet_id:1789375211118141656,
c,@angelscry1995,2024-05-11T23:54:42.000Z,False,"Kinderrechten? Hoe dan? Gaat Europapa over kinderen? En vrede? Ik dacht dat hij paella niet lekker vond, en geen vis bij z’n patat. Ik denk dat ik een andere versie ken",0,0,0,64,[],[],[],https://pbs.twimg.com/profile_images/780054243973730308/YAFBj0wP_normal.jpg,https://x.com/angelscry1995/status/1789444051894251951,tweet_id:1789444051894251951,
Gardia Lamblia,@Gardia_lamblia,2024-05-11T20:10:03.000Z,False,He is a pro putin supporter of genocide in ukraine.,0,0,0,98,[],[],[],https://pbs.twimg.com/profile_images/1529055284995534849/XA7oxMi5_normal.jpg,https://x.com/Gardia_lamblia/status/1789387513376686526,tweet_id:1789387513376686526,
Mandy,@morpethm_245,2024-05-11T19:34:59.000Z,False,He bullied a member of staff. Tosser.,0,0,0,4.1K,[],[],[],https://pbs.twimg.com/profile_images/1742298896175398912/sUnkm8MZ_normal.jpg,https://x.com/morpethm_245/status/1789378691526455446,tweet_id:1789378691526455446,
Gazrs2,@Gazrs21,2024-05-11T19:28:25.000Z,False,Nope he'll be remembered for making threatening gestures to a woman,0,0,0,5.5K,[],[],[],https://pbs.twimg.com/profile_images/1782990952669261824/tyq57eg4_normal.jpg,https://x.com/Gazrs21/status/1789377038303867294,tweet_id:1789377038303867294,
Imber Eda𝕏,@19_3832TCX,2024-05-11T20:32:57.000Z,False,So peaceful that he threatens a camera operator for doing her job,0,0,0,1.4K,[],[],[],https://pbs.twimg.com/profile_images/1622880385137885186/Mur9pfoS_normal.jpg,https://x.com/19_3832TCX/status/1789393277667479604,tweet_id:1789393277667479604,
Corine Leegwater - YogaYatra,@CorineYogaYatra,2024-05-11T21:49:14.000Z,False,Yes and it takes a great light to reveal the darkness that  & #Eurovision apparently is. Thanks to what happened to Joost the whole world speaks up now and protests about the hypocrisy of Eurovision and the fact that Israel should not have been allowed to participate.,0,0,0,489,['#Eurovision'],['@EBU_HQ'],[],https://pbs.twimg.com/profile_images/1631646810031681537/LkxNrGgW_normal.jpg,https://x.com/CorineYogaYatra/status/1789412477463077181,tweet_id:1789412477463077181,
Dr fred the vaccine shedder,@fredwibblington,2024-05-12T07:51:16.000Z,False,"He made nothing  his parents will be turning in their grave with shame. 
He embarrassed himself and his entire country, he will always be remembered as the weird angry bloke who assaulted a woman and got kicked out of Eurovision",0,0,0,23,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1360256639979380744/pyNoZTDS_normal.jpg,https://x.com/fredwibblington/status/1789563980706464086,tweet_id:1789563980706464086,
Speachless,@Pe_Ott,2024-05-11T19:56:46.000Z,False,Lets agree to disagree,0,0,0,1K,[],[],[],https://pbs.twimg.com/profile_images/1721939343588093952/ZaDyAoVF_normal.jpg,https://x.com/Pe_Ott/status/1789384172512985439,tweet_id:1789384172512985439,
Sidewes,@DexTrote,2024-05-12T08:15:56.000Z,False,Always remembered now ,0,0,0,241,[],[],['\\u2764\\ufe0f'],https://pbs.twimg.com/profile_images/1336664221992546307/YriMVDUd_normal.jpg,https://x.com/DexTrote/status/1789570187668197430,tweet_id:1789570187668197430,
Szabó Attila,@SzaboAttila67,2024-05-12T18:54:32.000Z,False,,0,0,0,28,[],[],[],https://pbs.twimg.com/profile_images/1655502617269747713/Jt20p79K_normal.jpg,https://x.com/SzaboAttila67/status/1789730898826482130,tweet_id:1789730898826482130,
Piers Brown,@brownboyz1972,2024-05-11T19:43:51.000Z,False,Wasn’t he thrown out for threatening a camera woman? Sure his parents are proud!!,0,0,0,377,[],[],[],https://pbs.twimg.com/profile_images/1685290401605758981/oG1Qnn58_normal.jpg,https://x.com/brownboyz1972/status/1789380922627834162,tweet_id:1789380922627834162,
Israel,@Emet_Israel,2024-05-11T19:48:21.000Z,False,One word: KARMA ,0,0,0,1.2K,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/1713097862760861696/QHRdd2vb_normal.jpg,https://x.com/Emet_Israel/status/1789382055022772510,tweet_id:1789382055022772510,
sidranasir24,@sidranasir24,2024-05-11T20:09:40.000Z,False,Heel Nederland is trots op hem ,0,0,0,1.1K,[],[],"['\\u2764\\ufe0f', '\\u2764\\ufe0f']",https://pbs.twimg.com/profile_images/1769736211327750144/upP_vqaw_normal.jpg,https://x.com/sidranasir24/status/1789387417201349016,tweet_id:1789387417201349016,
Danny Svensonn,@DannySvensonn,2024-05-12T17:19:07.000Z,False,"He’ll be remembered as a selfish, childish and aggressive guy.",0,0,0,25,[],[],[],https://pbs.twimg.com/profile_images/1722393673160122369/6V75vqhH_normal.jpg,https://x.com/DannySvensonn/status/1789706887774007605,tweet_id:1789706887774007605,
Aaron schwartz,@Aaronsc19949083,2024-05-11T19:59:01.000Z,False,Don’t raise your kids to be antisemitic and chauvinistic,0,0,0,74,[],[],[],https://pbs.twimg.com/profile_images/1599583883640594432/U6TS-mgr_normal.jpg,https://x.com/Aaronsc19949083/status/1789384737544409225,tweet_id:1789384737544409225,
Bob Thompson,@bobbyt100,2024-05-11T19:45:22.000Z,False,Did his mum cut his hair?,0,0,0,375,[],[],[],https://pbs.twimg.com/profile_images/1789407055557607424/t30SG5n3_normal.jpg,https://x.com/bobbyt100/status/1789381305198616666,tweet_id:1789381305198616666,
𝗙𝗜𝗡𝗬,@FeinkostKalmund,2024-05-11T19:25:09.000Z,False,No,0,0,0,2.4K,[],[],[],https://pbs.twimg.com/profile_images/1688273757167603712/krM2kM66_normal.jpg,https://x.com/FeinkostKalmund/status/1789376215687578096,tweet_id:1789376215687578096,
Nani,@DanielyanNane,2024-05-11T20:06:32.000Z,False,Yes!,0,0,0,629,[],[],[],https://pbs.twimg.com/profile_images/1549835340986343424/ODk_48ja_normal.jpg,https://x.com/DanielyanNane/status/1789386628814803256,tweet_id:1789386628814803256,
SaintAlice,@ThroughtheG,2024-05-12T20:58:57.000Z,False,And the person who attacked a female photographer from the Swedish Eurovision crew because she took a picture of him.,0,0,0,85,[],[],[],https://pbs.twimg.com/profile_images/1703368878645018624/qN8kVLId_normal.jpg,https://x.com/ThroughtheG/status/1789762210455077357,tweet_id:1789762210455077357,
Me,@soisraeli,2024-05-11T20:56:38.000Z,False,Who?,0,0,0,282,[],[],[],https://pbs.twimg.com/profile_images/1771572036327948289/Onr0t9pw_normal.jpg,https://x.com/soisraeli/status/1789399239476367810,tweet_id:1789399239476367810,
N҉Y҉X҉T҉A҉Z҉,@RubberDJ,2024-05-11T19:48:49.000Z,False,Joost klein droom groot!!,0,0,0,671,[],[],[],https://pbs.twimg.com/profile_images/1710992713972060160/fdrSiP17_normal.jpg,https://x.com/RubberDJ/status/1789382172572316117,tweet_id:1789382172572316117,
Tesla,@vacantaliens,2024-05-11T20:21:06.000Z,False,,0,0,0,168,[],[],"['\\U0001f923', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1571940165068926979/BWrlxPtL_normal.jpg,https://x.com/vacantaliens/status/1789390295185960999,tweet_id:1789390295185960999,
albert,@albert48952555,2024-05-12T10:01:07.000Z,False,He just attacked a camerawoman ,0,0,0,30,[],[],['\\U0001f602'],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/albert48952555/status/1789596661267796078,tweet_id:1789596661267796078,
The North Remembers,@LaneAryeh,2024-05-12T00:45:15.000Z,False,Why are we trying to rewrite history? lol,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1732043450839969792/wvFrG9Gh_normal.jpg,https://x.com/LaneAryeh/status/1789456771137839577,tweet_id:1789456771137839577,
Nick,@nicknanami,2024-05-12T01:39:07.000Z,False,,0,0,0,32,[],[],['\\U0001f921'],https://pbs.twimg.com/profile_images/1646667980481384449/N3k6dg_E_normal.jpg,https://x.com/nicknanami/status/1789470326843392120,tweet_id:1789470326843392120,
Enrico Palazzo,@TheL0rdHumungus,2024-05-11T19:40:37.000Z,False,You raised an antisemite,0,0,0,439,[],[],[],https://pbs.twimg.com/profile_images/1346536297360478210/j6H5rfnG_normal.jpg,https://x.com/TheL0rdHumungus/status/1789380107599020335,tweet_id:1789380107599020335,
Nouyoter V,@Nouyoter,2024-05-12T01:47:11.000Z,False,He stood up for what was right. What he believed in. And he stood up to the bullies of the world.,0,0,0,504,[],[],[],https://pbs.twimg.com/profile_images/1714540136590155776/ln9rP0or_normal.jpg,https://x.com/Nouyoter/status/1789472356605563071,tweet_id:1789472356605563071,
Colossis against hate of innocents,@Colossis2,2024-05-11T19:55:53.000Z,False,"He just can't behave himself around women.
But other than that, he's a Prince...",0,0,0,345,[],[],[],https://pbs.twimg.com/profile_images/1687168598844870657/RVstV3tj_normal.jpg,https://x.com/Colossis2/status/1789383951288590616,tweet_id:1789383951288590616,
WONDER ARAN ZORRISTA,@tzantzi,2024-05-11T19:40:12.000Z,False,Vote for 8 ,0,0,0,363,[],[],['\\U0001f1ea\\U0001f1f8'],https://pbs.twimg.com/profile_images/659173235855138816/B148U3fg_normal.jpg,https://x.com/tzantzi/status/1789380004708544660,tweet_id:1789380004708544660,
Breaking News,@breakingUAnews,2024-05-11T19:33:02.000Z,True, Support ours! #Eurovision2024 #Ukraine️,0,0,0,313,[],[],"['\\U0001f1fa\\U0001f1e6', '\\U0001f1fa\\U0001f1e6']",https://pbs.twimg.com/profile_images/1653355932036767744/j4WZVn7Z_normal.jpg,https://x.com/breakingUAnews/status/1789378199626862628,tweet_id:1789378199626862628,
